status;site_name;street;zip_code;city;country;country_code;uf;latitude;longitude;operator;verified_for_trucks;green_certified;lots_partner;restrooms;food;wifi;card_terminal;truck_parking;showers;truck_wash;google_maps_url;date_when_added_to_list;source;comments;accuracy_score;identification_document
200;POSTO Z2 LTDA;RODOVIA BR 470,  243;89080001;INDAIAL;Brazil;BR;SC;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;05407823000150
200;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR 101,  S/N;24425470;SAO GONCALO;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;00157051000121
200;POSTO IPIRANGAO LTDA;RODOVIA BR 101,  S/N;55540000;PALMARES;Brazil;BR;PE;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;01751467000136
200;POSTO SOL DA DUTRA LTDA.;RODOVIA PRESIDENTE DUTRA,  S/NO.;27365000;BARRA MANSA;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;06012414000117
200;AUTO POSTO RJ-SAO PEDRO LTDA;RODOVIA RJ 140,  S/N;28940090;SAO PEDRO DA ALDEIA;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;11076308000137
200;POSTO DE COMBUSTIVEIS E LUBRIFICANTES CORREIA LTDA;RODOVIA BA 522 KM 10,  SN;43813300;CANDEIAS;Brazil;BR;BA;;;LARCO;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;06099586000170
200;A. PEIXOTO POSTO DE ABASTECIMENTO LTDA;RODOVIA AMARAL PEIXOTO,  S/N;27970020;MACAE;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;05759056000148
200;POSTO CIDADE DAS PRAIAS LTDA.;RODOVIA SC 442,  S/N;88705000;JAGUARUNA;Brazil;BR;SC;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05423899000179
200;MARQUINHO COMBUSTIVEIS E SERVICOS LTDA;RODOVIA BR 101,  S/N;88106100;SAO JOSE;Brazil;BR;SC;;;ALE;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05991479000270
200;F C MATOS OLIVEIRA  LTDA;RODOVIA MA 014,  125;65235000;SAO BENTO;Brazil;BR;MA;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;03180674000375
200;REDE DE POSTOS SETE ESTRELAS LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;12286160;CACAPAVA;Brazil;BR;SP;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;45694437002669
200;AUTO POSTO DR 4 LTDA;RODOVIA BR 104 KM 20,1,  SN;55790000;TAQUARITINGA DO NORTE;Brazil;BR;PE;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05854086000303
200;INVESTGAS LOCACAO E INVESTIMENTO LIMITADA;RODOVIA BR 101,  S/N;58320000;ALHANDRA;Brazil;BR;PB;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07617461000238
200;POSTO DE GASOLINA BARRETO E SILVA LTDA;RODOVIA LUCIO MEIRA,  299;27250050;VOLTA REDONDA;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;08962639000160
200;POSTO G MARCUS COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA B R 101,  S N;28860971;CASIMIRO DE ABREU;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;10311450000159
200;VILA BELA COMERCIO DE COMBUSTIVEL LTDA;RODOVIA BR-232,  S/N;54130340;JABOATAO DOS GUARARAPES;Brazil;BR;PE;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;07105859000104
200;POSTO SUL LTDA;RODOVIA BR 101 SUL,  S/N;54345160;JABOATAO DOS GUARARAPES;Brazil;BR;PE;;;DISLUB;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;09456974000159
200;SERVICAR S/A;RODOVIA BR 101,  S/N;54515070;CABO DE SANTO AGOSTINHO;Brazil;BR;PE;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;09798307000316
200;AUTO POSTO BRAMBILA LTDA;RODOVIA BR 101,  S/N;88910000;MARACAJA;Brazil;BR;SC;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;11486872000128
200;POSTO DE COMBUSTIVEIS PACATUBA LTDA;RODOVIA CE 060,  S/N;61800100;PACATUBA;Brazil;BR;CE;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;13763324000123
200;POSTO SOUTO BAHIA II LTDA;RODOVIA AMARAL PEIXOTO,  S/N;28890001;RIO DAS OSTRAS;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;14507889000102
200;PALLADIUM COMERCIO VAREJISTA DE COMBUSTIVEL LTDA;RODOVIA CAMPOS SANTO AMARO,  SN;28143000;CAMPOS DOS GOYTACAZES;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;13412918000190
200;POSTO DE GAS NATURAL LAMACAES LTDA;RODOVIA PRESIDENTE DUTRA,  11991;26221190;NOVA IGUACU;Brazil;BR;RJ;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;06341140000100
200;POSTO BERRIEL FIDELENSE LTDA - ME;RODOVIA RJ 158,  S/N;28400000;SAO FIDELIS;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05203525000148
200;REDE HG COMBUSTIVEIS LTDA.;AVENIDA RIO/BAHIA,  S/N;35054060;GOVERNADOR VALADARES;Brazil;BR;MG;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;13569064000400
200;AUTO POSTO RODA VIVA DE SAO JOAO DE MERITI LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;25545420;SAO JOAO DE MERITI;Brazil;BR;RJ;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;30243299000176
200;GNV PADUA COMERCIO DE COMBUSTIVEL LTDA;ESTRADA PADUA - PIRAPETINGA,  SN;28470000;SANTO ANTONIO DE PADUA;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;15252610000150
200;POSTO DE COMBUSTIVEIS RODOVIARIA LTDA.;AVENIDA ANTONIO CARLOS MAGALHAES,  4222;41800700;SALVADOR;Brazil;BR;BA;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;30407533000153
200;ITAPAGIPE COMERCIO DE COMBUSTIVEIS LTDA;VIA CIA AEROPORTO,  S/N;43700000;SIMOES FILHO;Brazil;BR;BA;;;LARCO;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;26220463000152
200;CENTRO DE SERVICOS FRANGO ASSADO -NORTE LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;12321520;JACAREI;Brazil;BR;SP;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;02896671000884
200;AUTO POSTO GIGANTE DA DUTRA LTDA;RODOVIA PRESIDENTE DUTRA,  191;26377180;QUEIMADOS;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;26410927000193
200;AMAZON EMPREENDIMENTOS LTDA;AVENIDA TORQUATO TAPAJOS,  7070;69093415;MANAUS;Brazil;BR;AM;;;EQUADOR;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;19470625000145
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;ESTRADA BR 101,  5450;95560000;TORRES;Brazil;BR;RS;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;93489243009849
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RODOVIA BR 101,  6147;88380000;BALNEARIO PICARRAS;Brazil;BR;SC;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;93489243008877
200;POSTO GAMELEIRA LTDA;RODOVIA RODOVIA BR 324, KM 9,5,  S/N;40301155;SALVADOR;Brazil;BR;BA;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;13570353000179
200;POSTO MIME S.A.;RODOVIA BR 280,  12726;89270000;GUARAMIRIM;Brazil;BR;SC;;;RAIZEN MIME;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;83488882004877
200;AUTO POSTO TUBARÃO LTDA;RODOVIA REGIS BITENCOURT,  1530;6753420;TABOAO DA SERRA;Brazil;BR;SP;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;45828699000110
200;POSTO DE COMBUSTIVEIS SAO MARCOS GRAVATAL LTDA;RODOVIA SC 370,  SN;88735000;GRAVATAL;Brazil;BR;SC;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;28162958000106
200;POSTO DE GASOLINA GIGANTE DA WASHINGTON LUIZ LTDA;RODOVIA WASHINGTON LUIZ,  S/N;25225015;DUQUE DE CAXIAS;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;30961525000154
200;SIM REDE DE POSTOS LTDA;RODOVIA ERS-130,  2285;95912000;LAJEADO;Brazil;BR;RS;;;CHARRUA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07473735018714
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;" BR-116   KM-286,  S/N";92990000;ELDORADO DO SUL;Brazil;BR;RS;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;93489243000540
200;CEMOPEL CM PETROLEO LTDA;RODOVIA BR 101 SUL,  2220;54505000;CABO DE SANTO AGOSTINHO;Brazil;BR;PE;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;69943686000584
200;POSTO DE ABASTECIMENTO VITORIA 040 LTDA.;ESTRADA BR 040,  KM82,9;25665091;PETROPOLIS;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07570135000131
200;J. PACHECO E FILHOS LTDA;" RS 401 KM 16,  SN";96745000;CHARQUEADAS;Brazil;BR;RS;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;93648517000172
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RODOVIA BR 116 KM 289,  SN;92990000;ELDORADO DO SUL;Brazil;BR;RS;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;93489243000620
200;AUTO POSTO RINCAO LTDA;RODOVIA BR 101, KM 381,  919;88820000;ICARA;Brazil;BR;SC;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;79930681000147
200;AUTO POSTO CABECUDAS LTDA;RODOVIA BR 101,  SN;88790000;LAGUNA;Brazil;BR;SC;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;82540576000106
200;POSTO DE GASOLINA JB CAXIAS LTDA;RODOVIA WASHINGTON LUIS,  14689;25250000;DUQUE DE CAXIAS;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;08064380000130
200;POSTO GARCIA DE CAMPINAS LTDA;RODOVIA ANHANGUERA,  S/N;13063000;CAMPINAS;Brazil;BR;SP;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;07017009000154
200;A. ANGELONI & CIA. LTDA;RODOVIA BR 101,  S/N;88210000;PORTO BELO;Brazil;BR;SC;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;83646984007031
200;COMERCIAL SULINA DE DERIVADOS DE PETROLEO LTDA;RODOVIA BR 116 KM 252,  1826;93210000;SAPUCAIA DO SUL;Brazil;BR;RS;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;88181615000102
200;RODOPOSTO TURMALINA LTDA;RODOVIA ANHANGUERA,  S/N;13490000;CORDEIROPOLIS;Brazil;BR;SP;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05122863000155
200;POSTO PINHEIRINHO DE RESENDE LTDA;RODOVIA PRESIDENTE DUTRA,  2300;27537000;RESENDE;Brazil;BR;RJ;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;00854639000134
200;POSTO BANDEIRA BRANCA COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR-222 KM 19, S/N,  23000;61616992;CAUCAIA;Brazil;BR;CE;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05613385000186
200;AUTO POSTO VIADUTO LTDA;RODOVIA BR 282 - KM 05,  S/N;88130005;PALHOCA;Brazil;BR;SC;;;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;04308884000369
200;POSTO JP MOSSORO LTDA;AVENIDA WILSON ROSADO DE SA,  2000;59607045;MOSSORO;Brazil;BR;RN;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;04899438000104
200;DORIA & SARMENTO COMÉRCIO DE COMBUSTÍVEIS LTDA - EPP.;RODOVIA BR 316,  S/N;57690000;ATALAIA;Brazil;BR;AL;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07150975000145
200;AUTO POSTO GIROMANILHA LTDA;RODOVIA BR 101,  SN;24800001;ITABORAI;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;06095466000102
200;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;" BR 230 KM 293,  S/N";58706500;PATOS;Brazil;BR;PB;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;01420327000509
200;AUTO POSTO NIENKOTTER LTDA;RODOVIA BR 101 KM 210,  S/N;88104800;SAO JOSE;Brazil;BR;SC;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;75459461000550
200;POSTO KALILANDIA LTDA;RODOVIA BR 324,  S/N;43700000;SIMOES FILHO;Brazil;BR;BA;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;15151046001827
200;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.;RODOVIA BR 101, KM 110,5,  S/N;48010970;ALAGOINHAS;Brazil;BR;BA;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;88;08359486000160
200;VIEIRA & RABELO LTDA;RODOVIA ROD MARGEM DA PE 75, KM 01,  S/N;55900000;GOIANA;Brazil;BR;PE;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;88;05822300000170
200;POSTO DE GNV SERVAUTO II LTDA;RODOVIA PRESIDENTE DUTRA BR 116,  2560;26031000;NOVA IGUACU;Brazil;BR;RJ;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;88;10371066000141
200;CAUIPE REVENDEDORA DE PETROLEO LTDA;RODOVIA BR 116 KM 10.4,  S/N;60842395;FORTALEZA;Brazil;BR;CE;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;35075597000460
200;POSTO E TRANSPORTADORA DOTH LTDA;" BR 304 KM 47,  SN";62800000;ARACATI;Brazil;BR;CE;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;00894481000630
200;MOTOCAP COMBUSTIVEIS LTDA;RODOVIA GETHER LOPES DE FARIAS,  2600;29705390;COLATINA;Brazil;BR;ES;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05791319000104
200;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA;RODOVIA BA 526,  S/N;41505220;SALVADOR;Brazil;BR;BA;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;15847874001047
200;POSTO GUGLIELMI LTDA.;RODOVIA SC 443,  S/N;88830000;MORRO DA FUMACA;Brazil;BR;SC;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;06816506000150
200;SIM REDE DE POSTOS LTDA;RODOVIA BR 101,  4850-A;88317000;ITAJAI;Brazil;BR;SC;;;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;89;07473735007356
200;EXCLUSIVO POSTO E SERVICOS LTDA;RUA CRUZEIRO DO SUL,  901;24430620;SAO GONCALO;Brazil;BR;RJ;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;07048271000166
200;POSTO MONTE BELO VII COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR 304,  1010;59280000;MACAIBA;Brazil;BR;RN;;;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;23636359000155
200;POSTO ANGICAL COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RODOVIA RODOVIA BR 324, KM 537,  S/N;44230000;AMELIA RODRIGUES;Brazil;BR;BA;;;LARCO;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;13803355000160
200;AUTO POSTO LUAR DA RIO SANTOS II LTDA;ESTRADA DO GUANDU ESQ.C/  BR 101,  SN;23560150;RIO DE JANEIRO;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;11217808000141
200;ROTA DERIVADOS DE PETROLEO LTDA;RODOVIA PE009,  S/N;55590000;IPOJUCA;Brazil;BR;PE;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;21511490000160
200;REDE HG COMBUSTIVEIS LTDA.;RODOVIA BR-324,  S/N;41311266;SALVADOR;Brazil;BR;BA;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;13569064004066
200;ECO POSTO CAXIAS COMBUSTIVEIS LTDA.;RODOVIA WASHINGTON LUIZ,  12000;25200000;DUQUE DE CAXIAS;Brazil;BR;RJ;;;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;21642192000100
200;PETROX COMERCIAL LTDA;RODOVIA BR 235,  S/N;49160000;NOSSA SENHORA DO SOCORRO;Brazil;BR;SE;;;PETROX DISTRIBUIDORA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05297480000460
